Frame         Time          Elec          VdW           Nonbond       Total         
100           100           +0            -376.778      -376.778      -376.778      
101           101           +0            -342.286      -342.286      -342.286      
102           102           +0            -370.521      -370.521      -370.521      
103           103           +0            -385.252      -385.252      -385.252      
104           104           +0            -385.977      -385.977      -385.977      
105           105           +0            -363.288      -363.288      -363.288      
106           106           +0            -349.28       -349.28       -349.28       
107           107           +0            -356.715      -356.715      -356.715      
108           108           +0            -367.882      -367.882      -367.882      
109           109           +0            -365.209      -365.209      -365.209      
110           110           +0            -340.987      -340.987      -340.987      
111           111           +0            -377.517      -377.517      -377.517      
112           112           +0            -359.937      -359.937      -359.937      
113           113           +0            -367.842      -367.842      -367.842      
114           114           +0            -371.358      -371.358      -371.358      
115           115           +0            -355.827      -355.827      -355.827      
116           116           +0            -361.341      -361.341      -361.341      
117           117           +0            -386.18       -386.18       -386.18       
118           118           +0            -362.694      -362.694      -362.694      
119           119           +0            -363.941      -363.941      -363.941      
120           120           +0            -376.297      -376.297      -376.297      
121           121           +0            -367.428      -367.428      -367.428      
122           122           +0            -389.055      -389.055      -389.055      
123           123           +0            -375.749      -375.749      -375.749      
124           124           +0            -363.219      -363.219      -363.219      
125           125           +0            -343.683      -343.683      -343.683      
126           126           +0            -382.619      -382.619      -382.619      
127           127           +0            -376.228      -376.228      -376.228      
128           128           +0            -357.671      -357.671      -357.671      
129           129           +0            -362.807      -362.807      -362.807      
130           130           +0            -383.634      -383.634      -383.634      
131           131           +0            -364.261      -364.261      -364.261      
132           132           +0            -379.61       -379.61       -379.61       
133           133           +0            -373.261      -373.261      -373.261      
134           134           +0            -365.889      -365.889      -365.889      
135           135           +0            -353.781      -353.781      -353.781      
136           136           +0            -349.257      -349.257      -349.257      
137           137           +0            -371.561      -371.561      -371.561      
138           138           +0            -364.434      -364.434      -364.434      
139           139           +0            -380.615      -380.615      -380.615      
140           140           +0            -351.122      -351.122      -351.122      
141           141           +0            -370.867      -370.867      -370.867      
142           142           +0            -372.374      -372.374      -372.374      
143           143           +0            -370.939      -370.939      -370.939      
144           144           +0            -372.405      -372.405      -372.405      
145           145           +0            -370.161      -370.161      -370.161      
146           146           +0            -374.542      -374.542      -374.542      
147           147           +0            -380.496      -380.496      -380.496      
148           148           +0            -367.109      -367.109      -367.109      
149           149           +0            -353.858      -353.858      -353.858      
150           150           +0            -375.487      -375.487      -375.487      
151           151           +0            -371.967      -371.967      -371.967      
152           152           +0            -366.59       -366.59       -366.59       
153           153           +0            -376.762      -376.762      -376.762      
154           154           +0            -359.588      -359.588      -359.588      
155           155           +0            -368.232      -368.232      -368.232      
156           156           +0            -364.964      -364.964      -364.964      
157           157           +0            -347.379      -347.379      -347.379      
158           158           +0            -354.499      -354.499      -354.499      
159           159           +0            -365.881      -365.881      -365.881      
160           160           +0            -351.99       -351.99       -351.99       
161           161           +0            -356.504      -356.504      -356.504      
162           162           +0            -383.356      -383.356      -383.356      
163           163           +0            -368.302      -368.302      -368.302      
164           164           +0            -391.008      -391.008      -391.008      
165           165           +0            -370.587      -370.587      -370.587      
166           166           +0            -370.721      -370.721      -370.721      
167           167           +0            -354.749      -354.749      -354.749      
168           168           +0            -370.425      -370.425      -370.425      
169           169           +0            -356.961      -356.961      -356.961      
170           170           +0            -376.237      -376.237      -376.237      
171           171           +0            -384.753      -384.753      -384.753      
172           172           +0            -376.665      -376.665      -376.665      
173           173           +0            -379.086      -379.086      -379.086      
174           174           +0            -383.651      -383.651      -383.651      
175           175           +0            -386.389      -386.389      -386.389      
176           176           +0            -351.473      -351.473      -351.473      
177           177           +0            -334.999      -334.999      -334.999      
178           178           +0            -380.805      -380.805      -380.805      
179           179           +0            -345.88       -345.88       -345.88       
180           180           +0            -368.228      -368.228      -368.228      
181           181           +0            -374.34       -374.34       -374.34       
182           182           +0            -369.828      -369.828      -369.828      
183           183           +0            -373.37       -373.37       -373.37       
184           184           +0            -380.476      -380.476      -380.476      
185           185           +0            -335.956      -335.956      -335.956      
186           186           +0            -366.713      -366.713      -366.713      
187           187           +0            -341.453      -341.453      -341.453      
188           188           +0            -371.268      -371.268      -371.268      
189           189           +0            -360.226      -360.226      -360.226      
190           190           +0            -391.21       -391.21       -391.21       
191           191           +0            -366.317      -366.317      -366.317      
192           192           +0            -337.36       -337.36       -337.36       
193           193           +0            -353.582      -353.582      -353.582      
194           194           +0            -375.814      -375.814      -375.814      
195           195           +0            -329.154      -329.154      -329.154      
196           196           +0            -359.565      -359.565      -359.565      
197           197           +0            -365.555      -365.555      -365.555      
198           198           +0            -371.768      -371.768      -371.768      
199           199           +0            -351.637      -351.637      -351.637      
200           200           +0            -360.133      -360.133      -360.133      
201           201           +0            -367.937      -367.937      -367.937      
202           202           +0            -361.685      -361.685      -361.685      
203           203           +0            -374.277      -374.277      -374.277      
204           204           +0            -346.418      -346.418      -346.418      
205           205           +0            -347.762      -347.762      -347.762      
206           206           +0            -380.875      -380.875      -380.875      
207           207           +0            -379.818      -379.818      -379.818      
208           208           +0            -357.268      -357.268      -357.268      
209           209           +0            -363.969      -363.969      -363.969      
210           210           +0            -362.103      -362.103      -362.103      
211           211           +0            -373.789      -373.789      -373.789      
212           212           +0            -386.572      -386.572      -386.572      
213           213           +0            -361.805      -361.805      -361.805      
214           214           +0            -360.284      -360.284      -360.284      
215           215           +0            -370.333      -370.333      -370.333      
216           216           +0            -356.626      -356.626      -356.626      
217           217           +0            -370.949      -370.949      -370.949      
218           218           +0            -379.332      -379.332      -379.332      
219           219           +0            -366.541      -366.541      -366.541      
220           220           +0            -360.813      -360.813      -360.813      
221           221           +0            -373.412      -373.412      -373.412      
222           222           +0            -377.997      -377.997      -377.997      
223           223           +0            -361.861      -361.861      -361.861      
224           224           +0            -362.247      -362.247      -362.247      
225           225           +0            -367.874      -367.874      -367.874      
226           226           +0            -363.653      -363.653      -363.653      
227           227           +0            -368.735      -368.735      -368.735      
228           228           +0            -389.995      -389.995      -389.995      
229           229           +0            -381.029      -381.029      -381.029      
230           230           +0            -361.48       -361.48       -361.48       
231           231           +0            -345.428      -345.428      -345.428      
232           232           +0            -353.719      -353.719      -353.719      
233           233           +0            -379.834      -379.834      -379.834      
234           234           +0            -344.766      -344.766      -344.766      
235           235           +0            -389.03       -389.03       -389.03       
236           236           +0            -378.172      -378.172      -378.172      
237           237           +0            -350.072      -350.072      -350.072      
238           238           +0            -371.959      -371.959      -371.959      
239           239           +0            -362.089      -362.089      -362.089      
240           240           +0            -379.955      -379.955      -379.955      
241           241           +0            -372.64       -372.64       -372.64       
242           242           +0            -356.531      -356.531      -356.531      
243           243           +0            -355.103      -355.103      -355.103      
244           244           +0            -354.78       -354.78       -354.78       
245           245           +0            -369.92       -369.92       -369.92       
246           246           +0            -374.344      -374.344      -374.344      
247           247           +0            -337.466      -337.466      -337.466      
248           248           +0            -357.739      -357.739      -357.739      
249           249           +0            -363.178      -363.178      -363.178      
250           250           +0            -372.929      -372.929      -372.929      
251           251           +0            -373.508      -373.508      -373.508      
252           252           +0            -356.866      -356.866      -356.866      
253           253           +0            -374.108      -374.108      -374.108      
254           254           +0            -380.672      -380.672      -380.672      
255           255           +0            -376.471      -376.471      -376.471      
256           256           +0            -371.862      -371.862      -371.862      
257           257           +0            -374.534      -374.534      -374.534      
258           258           +0            -362.612      -362.612      -362.612      
259           259           +0            -383.344      -383.344      -383.344      
260           260           +0            -357.39       -357.39       -357.39       
261           261           +0            -370.633      -370.633      -370.633      
262           262           +0            -355.054      -355.054      -355.054      
263           263           +0            -369.43       -369.43       -369.43       
264           264           +0            -377.468      -377.468      -377.468      
265           265           +0            -379.71       -379.71       -379.71       
266           266           +0            -355.459      -355.459      -355.459      
267           267           +0            -388.058      -388.058      -388.058      
268           268           +0            -368.319      -368.319      -368.319      
269           269           +0            -331.06       -331.06       -331.06       
270           270           +0            -369.223      -369.223      -369.223      
271           271           +0            -376.371      -376.371      -376.371      
272           272           +0            -345.294      -345.294      -345.294      
273           273           +0            -382.941      -382.941      -382.941      
274           274           +0            -364.752      -364.752      -364.752      
275           275           +0            -366.568      -366.568      -366.568      
276           276           +0            -366.137      -366.137      -366.137      
277           277           +0            -390.737      -390.737      -390.737      
278           278           +0            -381.048      -381.048      -381.048      
279           279           +0            -377.753      -377.753      -377.753      
280           280           +0            -376.122      -376.122      -376.122      
281           281           +0            -354.261      -354.261      -354.261      
282           282           +0            -362.521      -362.521      -362.521      
283           283           +0            -363.156      -363.156      -363.156      
284           284           +0            -379.507      -379.507      -379.507      
285           285           +0            -369.258      -369.258      -369.258      
286           286           +0            -359.862      -359.862      -359.862      
287           287           +0            -373.025      -373.025      -373.025      
288           288           +0            -361.665      -361.665      -361.665      
289           289           +0            -388.27       -388.27       -388.27       
290           290           +0            -344.498      -344.498      -344.498      
291           291           +0            -365.868      -365.868      -365.868      
292           292           +0            -383.876      -383.876      -383.876      
293           293           +0            -366.059      -366.059      -366.059      
294           294           +0            -370.152      -370.152      -370.152      
295           295           +0            -363.643      -363.643      -363.643      
296           296           +0            -377.975      -377.975      -377.975      
297           297           +0            -347.898      -347.898      -347.898      
298           298           +0            -363.439      -363.439      -363.439      
299           299           +0            -355.028      -355.028      -355.028      
300           300           +0            -362.681      -362.681      -362.681      
301           301           +0            -375.926      -375.926      -375.926      
302           302           +0            -361.626      -361.626      -361.626      
303           303           +0            -357.418      -357.418      -357.418      
304           304           +0            -359.954      -359.954      -359.954      
305           305           +0            -359.089      -359.089      -359.089      
306           306           +0            -373.517      -373.517      -373.517      
307           307           +0            -382.021      -382.021      -382.021      
308           308           +0            -369.723      -369.723      -369.723      
309           309           +0            -385.805      -385.805      -385.805      
310           310           +0            -385.654      -385.654      -385.654      
311           311           +0            -360.096      -360.096      -360.096      
312           312           +0            -359.425      -359.425      -359.425      
313           313           +0            -372.468      -372.468      -372.468      
314           314           +0            -354.378      -354.378      -354.378      
315           315           +0            -361.125      -361.125      -361.125      
316           316           +0            -353.604      -353.604      -353.604      
317           317           +0            -360.258      -360.258      -360.258      
318           318           +0            -364.135      -364.135      -364.135      
319           319           +0            -369.14       -369.14       -369.14       
320           320           +0            -359.267      -359.267      -359.267      
321           321           +0            -373.997      -373.997      -373.997      
322           322           +0            -365.079      -365.079      -365.079      
323           323           +0            -373.323      -373.323      -373.323      
324           324           +0            -370.032      -370.032      -370.032      
325           325           +0            -359.401      -359.401      -359.401      
326           326           +0            -387.708      -387.708      -387.708      
327           327           +0            -346.038      -346.038      -346.038      
328           328           +0            -385.36       -385.36       -385.36       
329           329           +0            -376.387      -376.387      -376.387      
330           330           +0            -371.293      -371.293      -371.293      
331           331           +0            -360.076      -360.076      -360.076      
332           332           +0            -356.226      -356.226      -356.226      
333           333           +0            -381.869      -381.869      -381.869      
334           334           +0            -362.714      -362.714      -362.714      
335           335           +0            -381.951      -381.951      -381.951      
336           336           +0            -380.546      -380.546      -380.546      
337           337           +0            -367.064      -367.064      -367.064      
338           338           +0            -353.777      -353.777      -353.777      
339           339           +0            -361.128      -361.128      -361.128      
340           340           +0            -369.141      -369.141      -369.141      
341           341           +0            -375.156      -375.156      -375.156      
342           342           +0            -348.523      -348.523      -348.523      
343           343           +0            -380.176      -380.176      -380.176      
344           344           +0            -372.331      -372.331      -372.331      
345           345           +0            -368.599      -368.599      -368.599      
346           346           +0            -357.738      -357.738      -357.738      
347           347           +0            -349.164      -349.164      -349.164      
348           348           +0            -362.282      -362.282      -362.282      
349           349           +0            -362.179      -362.179      -362.179      
350           350           +0            -368.185      -368.185      -368.185      
351           351           +0            -357.117      -357.117      -357.117      
352           352           +0            -356.377      -356.377      -356.377      
353           353           +0            -358.12       -358.12       -358.12       
354           354           +0            -366.865      -366.865      -366.865      
355           355           +0            -372.635      -372.635      -372.635      
356           356           +0            -357.206      -357.206      -357.206      
357           357           +0            -357.301      -357.301      -357.301      
358           358           +0            -361.517      -361.517      -361.517      
359           359           +0            -367.847      -367.847      -367.847      
360           360           +0            -350.547      -350.547      -350.547      
361           361           +0            -365.203      -365.203      -365.203      
362           362           +0            -368.394      -368.394      -368.394      
363           363           +0            -356.251      -356.251      -356.251      
364           364           +0            -374.149      -374.149      -374.149      
365           365           +0            -343.856      -343.856      -343.856      
366           366           +0            -359.551      -359.551      -359.551      
367           367           +0            -357.67       -357.67       -357.67       
368           368           +0            -364.658      -364.658      -364.658      
369           369           +0            -372.966      -372.966      -372.966      
370           370           +0            -368.229      -368.229      -368.229      
371           371           +0            -361.343      -361.343      -361.343      
372           372           +0            -348.053      -348.053      -348.053      
373           373           +0            -357.657      -357.657      -357.657      
374           374           +0            -355.461      -355.461      -355.461      
375           375           +0            -366.723      -366.723      -366.723      
376           376           +0            -374.694      -374.694      -374.694      
377           377           +0            -383.316      -383.316      -383.316      
378           378           +0            -342.223      -342.223      -342.223      
379           379           +0            -357.374      -357.374      -357.374      
380           380           +0            -341.544      -341.544      -341.544      
381           381           +0            -344.975      -344.975      -344.975      
382           382           +0            -364.808      -364.808      -364.808      
383           383           +0            -374.119      -374.119      -374.119      
384           384           +0            -361.882      -361.882      -361.882      
385           385           +0            -352.968      -352.968      -352.968      
386           386           +0            -375.179      -375.179      -375.179      
387           387           +0            -371.562      -371.562      -371.562      
388           388           +0            -348.059      -348.059      -348.059      
389           389           +0            -376.622      -376.622      -376.622      
390           390           +0            -379.021      -379.021      -379.021      
391           391           +0            -347.111      -347.111      -347.111      
392           392           +0            -357.394      -357.394      -357.394      
393           393           +0            -377.241      -377.241      -377.241      
394           394           +0            -365.168      -365.168      -365.168      
395           395           +0            -355.79       -355.79       -355.79       
396           396           +0            -367.332      -367.332      -367.332      
397           397           +0            -353.894      -353.894      -353.894      
398           398           +0            -363.939      -363.939      -363.939      
399           399           +0            -371.536      -371.536      -371.536      
400           400           +0            -361.105      -361.105      -361.105      
401           401           +0            -355.896      -355.896      -355.896      
402           402           +0            -377.033      -377.033      -377.033      
403           403           +0            -351.018      -351.018      -351.018      
404           404           +0            -360.072      -360.072      -360.072      
405           405           +0            -370.326      -370.326      -370.326      
406           406           +0            -372.484      -372.484      -372.484      
407           407           +0            -352.467      -352.467      -352.467      
408           408           +0            -366.42       -366.42       -366.42       
409           409           +0            -379.808      -379.808      -379.808      
410           410           +0            -370.385      -370.385      -370.385      
411           411           +0            -377.489      -377.489      -377.489      
412           412           +0            -341.626      -341.626      -341.626      
413           413           +0            -361.419      -361.419      -361.419      
414           414           +0            -377.031      -377.031      -377.031      
415           415           +0            -360.009      -360.009      -360.009      
416           416           +0            -363.769      -363.769      -363.769      
417           417           +0            -336.582      -336.582      -336.582      
418           418           +0            -378.873      -378.873      -378.873      
419           419           +0            -365.724      -365.724      -365.724      
420           420           +0            -359.473      -359.473      -359.473      
421           421           +0            -363.575      -363.575      -363.575      
422           422           +0            -348.21       -348.21       -348.21       
423           423           +0            -365.38       -365.38       -365.38       
424           424           +0            -352.155      -352.155      -352.155      
425           425           +0            -366.92       -366.92       -366.92       
426           426           +0            -365.994      -365.994      -365.994      
427           427           +0            -375.268      -375.268      -375.268      
428           428           +0            -357.559      -357.559      -357.559      
429           429           +0            -372.036      -372.036      -372.036      
430           430           +0            -370.858      -370.858      -370.858      
431           431           +0            -369.277      -369.277      -369.277      
432           432           +0            -360.318      -360.318      -360.318      
433           433           +0            -372.027      -372.027      -372.027      
434           434           +0            -354.152      -354.152      -354.152      
435           435           +0            -332.643      -332.643      -332.643      
436           436           +0            -372.801      -372.801      -372.801      
437           437           +0            -349.378      -349.378      -349.378      
438           438           +0            -357.451      -357.451      -357.451      
439           439           +0            -347.943      -347.943      -347.943      
440           440           +0            -355.286      -355.286      -355.286      
441           441           +0            -372.153      -372.153      -372.153      
442           442           +0            -348.282      -348.282      -348.282      
443           443           +0            -354.752      -354.752      -354.752      
444           444           +0            -377.214      -377.214      -377.214      
445           445           +0            -362.926      -362.926      -362.926      
446           446           +0            -364.776      -364.776      -364.776      
447           447           +0            -372.071      -372.071      -372.071      
448           448           +0            -377.915      -377.915      -377.915      
449           449           +0            -369.615      -369.615      -369.615      
450           450           +0            -375.055      -375.055      -375.055      
451           451           +0            -362.969      -362.969      -362.969      
452           452           +0            -347.517      -347.517      -347.517      
453           453           +0            -358.745      -358.745      -358.745      
454           454           +0            -348.377      -348.377      -348.377      
455           455           +0            -355.061      -355.061      -355.061      
456           456           +0            -348.44       -348.44       -348.44       
457           457           +0            -373.48       -373.48       -373.48       
458           458           +0            -345.189      -345.189      -345.189      
459           459           +0            -345.074      -345.074      -345.074      
460           460           +0            -384.037      -384.037      -384.037      
461           461           +0            -363.096      -363.096      -363.096      
462           462           +0            -362.001      -362.001      -362.001      
463           463           +0            -372.707      -372.707      -372.707      
464           464           +0            -375.486      -375.486      -375.486      
465           465           +0            -370.165      -370.165      -370.165      
466           466           +0            -346.374      -346.374      -346.374      
467           467           +0            -369.524      -369.524      -369.524      
468           468           +0            -378.132      -378.132      -378.132      
469           469           +0            -378.261      -378.261      -378.261      
470           470           +0            -360.615      -360.615      -360.615      
471           471           +0            -342.258      -342.258      -342.258      
472           472           +0            -367.821      -367.821      -367.821      
473           473           +0            -356.995      -356.995      -356.995      
474           474           +0            -385.488      -385.488      -385.488      
475           475           +0            -359.843      -359.843      -359.843      
476           476           +0            -364.738      -364.738      -364.738      
477           477           +0            -366.999      -366.999      -366.999      
478           478           +0            -355.57       -355.57       -355.57       
479           479           +0            -359.785      -359.785      -359.785      
480           480           +0            -344.572      -344.572      -344.572      
481           481           +0            -376.894      -376.894      -376.894      
482           482           +0            -364.03       -364.03       -364.03       
483           483           +0            -338.63       -338.63       -338.63       
484           484           +0            -360.074      -360.074      -360.074      
485           485           +0            -352.452      -352.452      -352.452      
486           486           +0            -350.484      -350.484      -350.484      
487           487           +0            -367.598      -367.598      -367.598      
488           488           +0            -375.924      -375.924      -375.924      
489           489           +0            -354.044      -354.044      -354.044      
490           490           +0            -343.932      -343.932      -343.932      
491           491           +0            -365.719      -365.719      -365.719      
492           492           +0            -386.379      -386.379      -386.379      
493           493           +0            -367.723      -367.723      -367.723      
494           494           +0            -362.616      -362.616      -362.616      
495           495           +0            -368.815      -368.815      -368.815      
496           496           +0            -352.406      -352.406      -352.406      
497           497           +0            -352.119      -352.119      -352.119      
498           498           +0            -354.529      -354.529      -354.529      
499           499           +0            -367.423      -367.423      -367.423      
500           500           +0            -385.911      -385.911      -385.911      
501           501           +0            -366.888      -366.888      -366.888      
502           502           +0            -364.793      -364.793      -364.793      
503           503           +0            -362.83       -362.83       -362.83       
504           504           +0            -364.32       -364.32       -364.32       
505           505           +0            -368.652      -368.652      -368.652      
506           506           +0            -356.368      -356.368      -356.368      
507           507           +0            -347.394      -347.394      -347.394      
508           508           +0            -378.81       -378.81       -378.81       
509           509           +0            -350.249      -350.249      -350.249      
510           510           +0            -356.949      -356.949      -356.949      
511           511           +0            -369.087      -369.087      -369.087      
512           512           +0            -377.851      -377.851      -377.851      
513           513           +0            -367.766      -367.766      -367.766      
514           514           +0            -364.162      -364.162      -364.162      
515           515           +0            -381.361      -381.361      -381.361      
516           516           +0            -334.354      -334.354      -334.354      
517           517           +0            -348.923      -348.923      -348.923      
518           518           +0            -336.018      -336.018      -336.018      
519           519           +0            -374.442      -374.442      -374.442      
520           520           +0            -376.748      -376.748      -376.748      
521           521           +0            -371.868      -371.868      -371.868      
522           522           +0            -382.228      -382.228      -382.228      
523           523           +0            -365.219      -365.219      -365.219      
524           524           +0            -332.188      -332.188      -332.188      
525           525           +0            -366.71       -366.71       -366.71       
526           526           +0            -365.833      -365.833      -365.833      
527           527           +0            -367.613      -367.613      -367.613      
528           528           +0            -366.269      -366.269      -366.269      
529           529           +0            -357.003      -357.003      -357.003      
530           530           +0            -391.136      -391.136      -391.136      
531           531           +0            -374.746      -374.746      -374.746      
532           532           +0            -385.076      -385.076      -385.076      
533           533           +0            -375.322      -375.322      -375.322      
534           534           +0            -399.945      -399.945      -399.945      
535           535           +0            -363.153      -363.153      -363.153      
536           536           +0            -370.402      -370.402      -370.402      
537           537           +0            -368.248      -368.248      -368.248      
538           538           +0            -381.343      -381.343      -381.343      
539           539           +0            -374.015      -374.015      -374.015      
540           540           +0            -356.128      -356.128      -356.128      
541           541           +0            -361.876      -361.876      -361.876      
542           542           +0            -368.705      -368.705      -368.705      
543           543           +0            -366.418      -366.418      -366.418      
544           544           +0            -370.093      -370.093      -370.093      
545           545           +0            -362.998      -362.998      -362.998      
546           546           +0            -368.57       -368.57       -368.57       
547           547           +0            -374.695      -374.695      -374.695      
548           548           +0            -379.917      -379.917      -379.917      
549           549           +0            -372.376      -372.376      -372.376      
550           550           +0            -380.373      -380.373      -380.373      
551           551           +0            -362.712      -362.712      -362.712      
552           552           +0            -380.832      -380.832      -380.832      
553           553           +0            -354.682      -354.682      -354.682      
554           554           +0            -373.161      -373.161      -373.161      
555           555           +0            -370.52       -370.52       -370.52       
556           556           +0            -379.29       -379.29       -379.29       
557           557           +0            -371.329      -371.329      -371.329      
558           558           +0            -339.911      -339.911      -339.911      
559           559           +0            -363.036      -363.036      -363.036      
560           560           +0            -339.607      -339.607      -339.607      
561           561           +0            -368.22       -368.22       -368.22       
562           562           +0            -371.995      -371.995      -371.995      
563           563           +0            -377.277      -377.277      -377.277      
564           564           +0            -373.865      -373.865      -373.865      
565           565           +0            -375.054      -375.054      -375.054      
566           566           +0            -375.767      -375.767      -375.767      
567           567           +0            -359.466      -359.466      -359.466      
568           568           +0            -355.605      -355.605      -355.605      
569           569           +0            -371.233      -371.233      -371.233      
570           570           +0            -360.336      -360.336      -360.336      
571           571           +0            -373.733      -373.733      -373.733      
572           572           +0            -373.791      -373.791      -373.791      
573           573           +0            -386.334      -386.334      -386.334      
574           574           +0            -353.686      -353.686      -353.686      
575           575           +0            -356.116      -356.116      -356.116      
576           576           +0            -376.155      -376.155      -376.155      
577           577           +0            -379.923      -379.923      -379.923      
578           578           +0            -372.027      -372.027      -372.027      
579           579           +0            -356.954      -356.954      -356.954      
580           580           +0            -361.968      -361.968      -361.968      
581           581           +0            -356.856      -356.856      -356.856      
582           582           +0            -365.134      -365.134      -365.134      
583           583           +0            -375.015      -375.015      -375.015      
584           584           +0            -372.121      -372.121      -372.121      
585           585           +0            -380.355      -380.355      -380.355      
586           586           +0            -372.238      -372.238      -372.238      
587           587           +0            -357.406      -357.406      -357.406      
588           588           +0            -373.208      -373.208      -373.208      
589           589           +0            -366.793      -366.793      -366.793      
590           590           +0            -377.758      -377.758      -377.758      
591           591           +0            -372.429      -372.429      -372.429      
592           592           +0            -377.502      -377.502      -377.502      
593           593           +0            -357.002      -357.002      -357.002      
594           594           +0            -350.277      -350.277      -350.277      
595           595           +0            -350.894      -350.894      -350.894      
596           596           +0            -369.829      -369.829      -369.829      
597           597           +0            -363.963      -363.963      -363.963      
598           598           +0            -391.25       -391.25       -391.25       
599           599           +0            -352.389      -352.389      -352.389      
600           600           +0            -369.874      -369.874      -369.874      
601           601           +0            -364.915      -364.915      -364.915      
602           602           +0            -375.678      -375.678      -375.678      
603           603           +0            -370.843      -370.843      -370.843      
604           604           +0            -375.806      -375.806      -375.806      
605           605           +0            -368.425      -368.425      -368.425      
